id,train_code,from_station,to_station,path
159,860000752111,绿化,镜铁山,../P/860000752111.json
160,860000752211,镜铁山,绿化,../P/860000752211.json
161,870000752401,银川,汝箕沟,../P/870000752401.json
162,870000752601,汝箕沟,银川,../P/870000752601.json
163,860000752901,嘉峪关,镜铁山,../P/860000752901.json
164,860000753001,镜铁山,嘉峪关,../P/860000753001.json
165,870000753101,银川,中卫,../P/870000753101.json
166,870000753201,中卫,银川,../P/870000753201.json
167,860000753501,嘉峪关,敦煌,../P/860000753501.json
168,8b0000753701,敦煌,嘉峪关,../P/8b0000753701.json
169,93000075560N,乌鲁木齐,和田,../P/93000075560N.json
170,94000075580G,和田,乌鲁木齐,../P/94000075580G.json
171,860000756601,东风南,嘉峪关,../P/860000756601.json
172,860000756801,嘉峪关,东风南,../P/860000756801.json
173,88000075810P,西宁,格尔木,../P/88000075810P.json
174,88000075820I,格尔木,西宁,../P/88000075820I.json
175,71000055110C,南宁,凭祥,../P/71000055110C.json
176,71000055120C,凭祥,南宁,../P/71000055120C.json
177,710000553407,湛江,金城江,../P/710000553407.json
178,71000055360A,南丹,湛江,../P/71000055360A.json
179,71000055380Y,湛江,金城江,../P/71000055380Y.json
180,710000554011,南丹,湛江,../P/710000554011.json
181,19000043180Q,通化,丹东,../P/19000043180Q.json
182,12000043200N,丹东,通化,../P/12000043200N.json
183,120000432530,沈阳,丹东,../P/120000432530.json
184,120000432630,丹东,沈阳,../P/120000432630.json
185,15000043270P,叶柏寿,通辽,../P/15000043270P.json
186,160000432809,赤峰南,叶柏寿,../P/160000432809.json
187,16000043300K,通辽,赤峰南,../P/16000043300K.json
188,19000043470D,通化,集安,../P/19000043470D.json
189,19000043480H,集安,通化,../P/19000043480H.json
190,19000043490C,通化,临江,../P/19000043490C.json
191,19000043500G,临江,通化,../P/19000043500G.json
192,110000435508,四平,通辽,../P/110000435508.json
193,160000435708,通辽,四平,../P/160000435708.json
194,1h000043680A,库伦,通辽,../P/1h000043680A.json
195,160000437008,通辽,库伦,../P/160000437008.json
196,470000500504,枣庄西,临沂,../P/470000500504.json
